Feature	Log2FC	-logFDR
LINC01169	1.12	1.18045606445813
DYRK4	1.12	29.698970004336
COL6A2	1.12	1.22914798835786
C15orf52	1.12	2.88605664769316
BLVRB	1.12	4.43179827593301
VAMP5	1.11	1.82390874094432
UBASH3B	1.11	26.9586073148418
RNF152	1.11	1.1249387366083
RNF128	1.11	1.16749108729376
PLIN2	1.11	3.82390874094432
PIGH	1.11	19.4948500216801
LOC606724	1.11	17.0315170514461
LOC107983952	1.11	1.56863623584101
LOC101929234	1.11	1.58502665202918
LCA5	1.11	1.45593195564972
DOK3	1.11	7.3767507096021
CCNB3	1.11	1.2839966563652
TDRD9	1.10	2.0087739243075
SHB	1.10	2.63827216398241
SHANK3	1.10	1.36653154442041
RALGDS	1.10	7.76955107862173
PTGER4	1.10	20.8239087409443
LOC107984884	1.10	1.24412514432751
LOC102723442	1.10	1.21467016498923
FAM102A	1.10	16.0315170514461
DLGAP1-AS2	1.10	1.10237290870956
CPNE7	1.10	1.23657200643706
AMOTL1	1.10	1.11350927482752
ADAMTS12	1.10	1.4089353929735
ZNF438	1.09	5.10237290870956
TPCN1	1.09	21.698970004336
SLC9A9	1.09	11.5528419686578
PTGES3L	1.09	1.74472749489669
PSEN2	1.09	4.63827216398241
PRSS36	1.09	2.30102999566398
MS4A14	1.09	7.88605664769316
MAN1A1	1.09	11.1870866433571
LOC107986521	1.09	1.11350927482752
LOC107984740	1.09	1.10237290870956
LAMA1	1.09	1.09691001300806
IFIH1	1.09	7.88605664769316
DLX1	1.09	1.10790539730952
BBS5	1.09	1.67778070526608
ACP2	1.09	12.2006594505464
TPBG	1.08	1.3767507096021
TCN1	1.08	1.45593195564972
SSR4P1	1.08	1.38721614328026
SPRY4	1.08	6.11918640771921
PTCRA	1.08	1.61978875828839
PSD3	1.08	1.50863830616573
PKD2L1	1.08	2.45593195564972
LOC107985684	1.08	1.10790539730952
LOC105373181	1.08	1.1249387366083
LOC105372194	1.08	2.16749108729376
GALNT18	1.08	10.1549019599857
FHL1	1.08	1.55284196865778
DNPH1	1.08	1.88605664769316
CCNI2	1.08	1.14874165128092
ANKRD22	1.08	2.4089353929735
ABHD16B	1.08	2.09151498112135
SPRY4-IT1	1.07	1.05551732784983
SMIM10L2A	1.07	1.20065945054642
SIGLEC16	1.07	11.8538719643218
LOC105374411	1.07	1.18045606445813
LOC105369566	1.07	3.85387196432176
LOC101928561	1.07	1.06048074738138
LINC00853	1.07	1.06048074738138
IRF9	1.07	3.60205999132796
GALNT8	1.07	1.16749108729376
FCGR1A	1.07	10.2839966563652
FABP3	1.07	1.3767507096021
CELSR1	1.07	1.32790214206428
BLVRA	1.07	6.11918640771921
ZNF667	1.06	2.4089353929735
SOCS3	1.06	2.13076828026902
SLC39A1	1.06	8.10237290870956
SHISA2	1.06	1.20065945054642
LOC107986668	1.06	1.56863623584101
LOC105375056	1.06	2.46852108295774
LOC105371430	1.06	1.1249387366083
LOC105369983	1.06	1.04575749056068
LOC101929715	1.06	1.10237290870956
L3MBTL4-AS1	1.06	1.18708664335714
KLHDC8B	1.06	4.05551732784983
CYSTM1	1.06	15.5528419686578
CTSB	1.06	9.01322826573375
UNC13A	1.05	1.48148606012211
RRN3P1	1.05	3.53760200210104
LOC105371686	1.05	1.04095860767891
LL0XNC01-250H12.3	1.05	1.04095860767891
KIF6	1.05	1.79588001734408
KIF26B	1.05	3.74472749489669
GUSB	1.05	24.7695510786217
EPHX2	1.05	1.65757731917779
CHCHD6	1.05	2.2518119729938
CCDC57	1.05	11.0969100130081
CBS	1.05	1.25963731050576
C9orf129	1.05	3.27572413039921
ADGRD1	1.05	1.31875876262441
TPSAB1	1.04	1.30102999566398
SEMA4A	1.04	4.53760200210104
RASL11A	1.04	2.39794000867204
PTPRH	1.04	1.07572071393812
MICALL2	1.04	5.92081875395237
LOC107984663	1.04	1.0087739243075
LOC105369933	1.04	1.07058107428571
LOC100505909	1.04	1.00436480540245
LINC01137	1.04	2.4089353929735
LIMS3-LOC440895	1.04	2.0087739243075
GTF2IRD1	1.04	5.92081875395237
FGFR1	1.04	1.01322826573376
FERMT2	1.04	1.07572071393812
FBLIM1	1.04	1.06048074738138
ELOVL6	1.04	1.0087739243075
ECRP	1.04	1.0087739243075
C16orf89	1.04	1.09691001300806
TRAF3IP2	1.03	1.76955107862173
TNFSF12-TNFSF13	1.03	3.95860731484177
TLR8	1.03	5.20760831050175
SLC6A7	1.03	1
SIGLEC7	1.03	3.49485002168009
PRR5-ARHGAP8	1.03	2.85387196432176
LOC105372738	1.03	1.0087739243075
LOC100507156	1.03	2.27572413039921
KCNC4-AS1	1.03	1.02227639471115
GSTM4	1.03	5.61978875828839
COLEC12	1.03	1
VPS37D	1.02	0.958607314841775
TMEM51	1.02	3.21467016498923
P2RY11	1.02	7.30102999566398
MTUS1	1.02	4.55284196865778
MAPK12	1.02	1.85387196432176
LRP5L	1.02	4.76955107862173
LOC103021296	1.02	1.67778070526608
LOC101928489	1.02	0.958607314841775
LINC01358	1.02	1.00436480540245
LACAT8	1.02	1.09151498112135
IFI35	1.02	19.1426675035687
HAGHL	1.02	5.72124639904717
GCH1	1.02	5.65757731917779
F3	1.02	1
CBSL	1.02	1.19382002601611
ARHGAP20	1.02	0.958607314841775
ZFR2	1.01	0.958607314841775
TREML4	1.01	1.09691001300806
TMEM198	1.01	1.79588001734408
TINCR	1.01	1
STUM	1.01	0.958607314841775
SREBF1	1.01	12.7212463990472
SLC22A16	1.01	1
SH3RF2	1.01	1.01322826573376
PPP5D1	1.01	2.11918640771921
PIK3R6	1.01	2.92081875395237
MIPOL1	1.01	1
LRP4	1.01	1.05060999335509
LOC105374352	1.01	1
LOC105371887	1.01	4.09691001300806
LOC101927414	1.01	0.958607314841775
KIFC3	1.01	1.46852108295774
ID3	1.01	1.18045606445813
GPR35	1.01	1.95860731484177
FAM69B	1.01	5.31875876262441
APOBEC3H	1.01	1.76955107862173
WWC1	1.00	0.958607314841775
TMEM200C	1.00	0.920818753952375
TMEM184B	1.00	27.7958800173441
TAF10	1.00	19.4948500216801
SPATA41	1.00	1.23657200643706
SLC38A5	1.00	0.958607314841775
SIGLEC1	1.00	0.958607314841775
SCD5	1.00	1.65757731917779
RTN4RL2	1.00	1.13076828026902
REC8	1.00	4.60205999132796
RAB20	1.00	3.20760831050175
PLOD3	1.00	2.0087739243075
PLEKHG1	1.00	2.50863830616573
NES	1.00	0.920818753952375
MPP1	1.00	30.0457574905607
MIR6772	1.00	1.22914798835786
ME1	1.00	1.95860731484177
LGALS9C	1.00	1.00436480540245
HSPB7	1.00	1.10790539730952
GSTO1	1.00	10.6777807052661
BCL6	1.00	7.61978875828839
BACE1	1.00	15.0555173278498
ATF5	1.00	9.22184874961636
AMPD3	1.00	28.3279021420643
UXS1	0.99	22.9586073148418
NPTX1	0.99	0.958607314841775
MSR1	0.99	2.20760831050175
MMP12	0.99	1.08618614761628
LOC101927811	0.99	0.958607314841775
LINC00116	0.99	1.44369749923271
KAT2A	0.99	10.6197887582884
HIP1R	0.99	1.35654732351381
FPR1	0.99	16.7695510786217
DGKG	0.99	1.18708664335714
DAO	0.99	0.920818753952375
CCL13	0.99	1.09691001300806
AMZ1	0.99	1.14266750356873
ZNF660	0.98	0.920818753952375
TNFSF13	0.98	4.11918640771921
SYT15	0.98	0.958607314841775
SOCS1	0.98	0.920818753952375
SLC22A1	0.98	1.18708664335714
SIL1	0.98	11.698970004336
RRAS2	0.98	3.45593195564972
RIN1	0.98	8.74472749489669
RASGEF1B	0.98	14.4202164033832
RAPGEF3	0.98	1.11350927482752
PGBD5	0.98	16.3098039199715
MIR6753	0.98	2.88605664769316
MIR4687	0.98	2.55284196865778
LBX2	0.98	1.02227639471115
IL21R	0.98	1.76955107862173
GMPR	0.98	1
CTSH	0.98	10.537602002101
CNIH3	0.98	2.79588001734407
CLMN	0.98	0.920818753952375
C17orf97	0.98	1.11350927482752
BNIP3	0.98	4.03151705144606
ATF3	0.98	2.56863623584101
ADAM23	0.98	2.85387196432176
TPRG1-AS1	0.97	0.920818753952375
TCN2	0.97	1.82390874094432
SLC44A5	0.97	0.920818753952375
SLC35F6	0.97	5.44369749923271
SEC24B-AS1	0.97	1.02227639471115
S100A9	0.97	3.32790214206428
RAB3IL1	0.97	3.01772876696043
OSM	0.97	3.05060999335509
NEURL2	0.97	4.63827216398241
LOC105371038	0.97	2.07058107428571
LOC101928909	0.97	1.36653154442041
LIMS3	0.97	1.95860731484177
KLF17	0.97	0.886056647693163
DDR1	0.97	1.36653154442041
TRPM8	0.96	0.886056647693163
SP110	0.96	21
PRKAB1	0.96	10.9586073148418
PARP3	0.96	2.10237290870956
MIR6858	0.96	6.16115090926274
MIR3648-1	0.96	1.00436480540245
LY9	0.96	0.920818753952375
LOC105379404	0.96	1
LOC105373880	0.96	1.82390874094432
LOC105373244	0.96	0.920818753952375
LOC100506071	0.96	1.13076828026902
LIN28B-AS1	0.96	1.05551732784983
IL10RB	0.96	26.7695510786217
GATSL3	0.96	2.95860731484177
FBN2	0.96	1.1249387366083
FAM86HP	0.96	1.17392519729917
CEACAM19	0.96	3.76955107862173
CALHM3	0.96	1.0087739243075
CACNA2D3	0.96	1.01322826573376
ABCD1	0.96	1.74472749489669
TNFAIP3	0.95	6.92081875395237
THAP7	0.95	7.74472749489669
SHOX2	0.95	1
PXN-AS1	0.95	3.13076828026902
OCSTAMP	0.95	0.853871964321762
NCKAP1	0.95	0.958607314841775
LOC107986465	0.95	1.24412514432751
LOC107984774	0.95	0.886056647693163
LOC107984773	0.95	1.30980391997149
LOC107984344	0.95	1.65757731917779
LOC107984110	0.95	1.95860731484177
LOC105372098	0.95	2.20760831050175
LOC102723817	0.95	1.09151498112135
LINC01146	0.95	0.920818753952375
KCNMA1	0.95	2.67778070526608
DYSF	0.95	0.920818753952375
DBNDD1	0.95	1.39794000867204
CLDN14	0.95	0.853871964321762
C19orf24	0.95	11.2365720064371
BST2	0.95	9.92081875395237
BEX2	0.95	0.853871964321762
BEST1	0.95	2.10237290870956
ARHGAP24	0.95	1.38721614328026
UBAC2-AS1	0.94	2.04095860767891
STK24-AS1	0.94	0.823908740944319
SERINC2	0.94	1.18708664335714
PRR5L	0.94	3.14266750356873
PPAN-P2RY11	0.94	16.6197887582884
MIR34AHG	0.94	1.60205999132796
MIR1228	0.94	3.79588001734407
LTB4R	0.94	2.88605664769316
LOC105376447	0.94	0.886056647693163
LOC105372906	0.94	0.886056647693163
LINC00963	0.94	14.4685210829577
LIMS4	0.94	1.61978875828839
HTRA3	0.94	0.853871964321762
FRMD3	0.94	1.16115090926274
FCGR1CP	0.94	3.45593195564972
FBXO15	0.94	0.823908740944319
EGFR	0.94	0.853871964321762
CYTL1	0.94	0.958607314841775
CLN8	0.94	7.88605664769316
CHST7	0.94	5.25963731050576
CACNA2D4	0.94	1.61978875828839
C19orf81	0.94	0.920818753952375
C10orf35	0.94	1.88605664769316
BID	0.94	20.3098039199715
ATAD3C	0.94	1.27572413039921
APOC4-APOC2	0.94	3.60205999132796
APOC2	0.94	3.55284196865778
ABLIM3	0.94	1.07058107428571
ZNF93	0.93	2.22914798835786
ZNF831	0.93	0.823908740944319
ZNF703	0.93	12.7212463990472
STX1A	0.93	3.25963731050576
STAT1	0.93	4.88605664769316
SP2-AS1	0.93	1.09151498112135
SCOC-AS1	0.93	2.82390874094432
PDE7B	0.93	5.32790214206428
PALLD	0.93	4.50863830616573
MIR762HG	0.93	4.31875876262441
MIR1182	0.93	2.01322826573375
METRNL	0.93	11.602059991328
LOC553103	0.93	1.07058107428571
LOC105379507	0.93	1.01322826573376
LOC105370939	0.93	0.823908740944319
LOC100506098	0.93	0.853871964321762
LOC100505622	0.93	1.76955107862173
EPN2	0.93	6.2839966563652
COL7A1	0.93	1.85387196432176
CCL23	0.93	1.00436480540245
BRSK2	0.93	1.29242982390206
BCAN	0.93	2.31875876262441
TPSB2	0.92	1.10790539730952
TNFRSF8	0.92	2.63827216398241
SMPDL3A	0.92	0.853871964321762
SLC22A5	0.92	1.60205999132796
SCARB2	0.92	5.4089353929735
RAI14	0.92	0.823908740944319
PPARG	0.92	0.886056647693163
PDLIM7	0.92	2.60205999132796
PARP9	0.92	11.2146701649892
MMP19	0.92	2.79588001734407
MIR6847	0.92	1.05551732784983
LRRC63	0.92	0.920818753952375
LPL	0.92	9.53760200210104
LOC388572	0.92	1.42021640338319
LOC107985568	0.92	3.58502665202918
LOC105377887	0.92	1.74472749489669
LOC105370689	0.92	0.958607314841775
LOC100129540	0.92	1.88605664769316
KCNAB2	0.92	3.53760200210104
HTRA4	0.92	1.1249387366083
FERMT3	0.92	3.30980391997149
FBXO16	0.92	0.920818753952375
FAHD2B	0.92	4.09691001300806
CRYL1	0.92	14.6777807052661
CLEC19A	0.92	1.85387196432176
CAMK2B	0.92	0.853871964321762
ATP10A	0.92	1.0087739243075
ABCB4	0.92	3.04575749056067
UQCC2	0.91	1.76955107862173
UGT2B17	0.91	0.823908740944319
SMARCA1	0.91	0.886056647693163
SCIMP	0.91	21.7695510786217
PCAT6	0.91	0.886056647693163
NPDC1	0.91	1.58502665202918
MRO	0.91	0.795880017344075
MIR6737	0.91	3.85387196432176
MACC1	0.91	1.04095860767891
LRP1-AS	0.91	6.58502665202918
LOC107986168	0.91	0.795880017344075
LOC105377945	0.91	0.958607314841775
LOC105376488	0.91	1.26760624017703
LINC00656	0.91	0.795880017344075
LINC00467	0.91	2.63827216398241
KLHL33	0.91	1.30980391997149
KCNIP2-AS1	0.91	1.92081875395238
ID1	0.91	0.795880017344075
GGA1	0.91	11.3187587626244
FZD6	0.91	1
CYB561A3	0.91	4.92081875395237
CMSS1	0.91	1.03151705144606
APMAP	0.91	2.39794000867204
TRAF3	0.90	2.15490195998574
TNFRSF14	0.90	2.60205999132796
STEAP1B	0.90	0.795880017344075
SNORA57	0.90	1.14874165128092
SMIM3	0.90	10.2006594505464
SH3BGR	0.90	1.45593195564972
PLD3	0.90	8.32790214206428
NLRC5	0.90	9.30102999566398
LYNX1	0.90	2.01772876696043
LOC105378425	0.90	1.11350927482752
HM13	0.90	4.1249387366083
FCAMR	0.90	0.853871964321762
CD38	0.90	0.853871964321762
CCDC113	0.90	0.853871964321762
TRIP6	0.89	1.82390874094432
TNFRSF1B	0.89	4.79588001734407
TMEM150C	0.89	0.823908740944319
ST8SIA5	0.89	0.769551078621726
PLEKHO2	0.89	16.6575773191778
MYEOV	0.89	1.58502665202918
MIR6741	0.89	3.42021640338319
MAN2B2	0.89	4.65757731917779
LOC107987017	0.89	0.769551078621726
LOC107985366	0.89	1
LOC105370917	0.89	0.853871964321762
LINC01011	0.89	0.958607314841775
IFNAR2	0.89	6.72124639904717
HOXB3	0.89	0.769551078621726
FZD9	0.89	0.886056647693163
CLUHP3	0.89	0.886056647693163
CCDC149	0.89	0.920818753952375
ARAP1	0.89	10.698970004336
VEGFB	0.88	23.1549019599857
TSPAN9	0.88	2.72124639904717
SULT1A1	0.88	2.46852108295774
SLC9A1	0.88	7.11918640771921
SERPINB6	0.88	14
SASH1	0.88	4.88605664769316
PSMG3	0.88	2.04095860767891
PROK2	0.88	0.744727494896694
P2RX4	0.88	11
MS4A7	0.88	1.95860731484177
MIR4709	0.88	5.48148606012211
MIR4668	0.88	1.04095860767891
LOC107985402	0.88	0.769551078621726
LOC105370792	0.88	1.16115090926274
LINC00671	0.88	0.853871964321762
LINC00152	0.88	3.46852108295774
KANK1	0.88	2.07572071393812
GLIPR2	0.88	5.431798275933
ENG	0.88	8.52287874528034
DRICH1	0.88	1.18045606445813
DNMT3L	0.88	0.795880017344075
CHRNE	0.88	2.22184874961636
CEBPB-AS1	0.88	2.61978875828839
B3GNT8	0.88	1.30980391997149
AKAP3	0.88	1.21467016498923
ZDHHC18	0.87	11.5528419686578
VPS37B	0.87	2.1249387366083
UBE2MP1	0.87	3
TESPA1	0.87	0.744727494896694
TAC4	0.87	1
RDH11	0.87	1.74472749489669
MIEN1	0.87	6.50863830616573
LOC102724571	0.87	2.4089353929735
LOC102723446	0.87	1
IQCD	0.87	1.88605664769316
IKBKE	0.87	1.92081875395238
FZD7	0.87	1.03151705144606
FYN	0.87	0.958607314841775
DFNA5	0.87	4.82390874094432
DAGLA	0.87	8.16115090926274
CNTNAP3	0.87	0.721246399047171
CHST2	0.87	1.13076828026902
C22orf15	0.87	4
C1QTNF9B	0.87	0.958607314841775
C1QB	0.87	5.45593195564972
ZNF835	0.86	0.721246399047171
TYW1B	0.86	1.11350927482752
TREML1	0.86	1.60205999132796
STK32A	0.86	0.823908740944319
SLC44A3	0.86	0.795880017344075
SLC17A5	0.86	5.45593195564972
PDE9A	0.86	2.09151498112135
PDCD1LG2	0.86	0.721246399047171
PAQR4	0.86	4.06048074738138
OVOL3	0.86	0.721246399047171
NCF2	0.86	2.39794000867204
LOC402096	0.86	0.886056647693163
LOC107986664	0.86	0.769551078621726
LOC105377659	0.86	0.744727494896694
LOC105377016	0.86	0.886056647693163
LOC105373106	0.86	0.744727494896694
LINC01468	0.86	0.886056647693163
LINC01144	0.86	0.920818753952375
LINC00484	0.86	0.721246399047171
KIF26A	0.86	0.886056647693163
GSG1	0.86	0.744727494896694
EFCAB12	0.86	0.958607314841775
DUBR	0.86	0.721246399047171
DOC2A	0.86	1.29242982390206
DANT2	0.86	0.823908740944319
CFAP61	0.86	0.769551078621726
CDKN2B	0.86	2.10790539730952
C10orf25	0.86	8.56863623584101
BCKDHA	0.86	10.4948500216801
ACTR5	0.86	3.34678748622466
TXLNB	0.85	1.50863830616573
TRO	0.85	0.853871964321762
TEC	0.85	2.92081875395237
STEAP3	0.85	4.48148606012211
SRD5A3	0.85	15.5528419686578
SH3RF3-AS1	0.85	0.744727494896694
SH3BGRL3	0.85	3.42021640338319
NDUFB9	0.85	4.3767507096021
MESP2	0.85	0.721246399047171
LOC107986180	0.85	1.05551732784983
LOC107985504	0.85	0.744727494896694
LOC107985310	0.85	5.50863830616573
LOC107984974	0.85	3.88605664769316
LOC105369724	0.85	0.823908740944319
LOC105369587	0.85	0.698970004336019
KCTD16	0.85	0.698970004336019
IL21R-AS1	0.85	1.25963731050576
HPN	0.85	0.721246399047171
HERC6	0.85	3.61978875828839
HEPH	0.85	0.744727494896694
CH17-340M24.3	0.85	5
CEACAM3	0.85	1.56863623584101
ASIC3	0.85	0.920818753952375
ZNF667-AS1	0.84	0.721246399047171
TREML2	0.84	2.74472749489669
TCTEX1D2	0.84	1.49485002168009
STEAP3-AS1	0.84	1.45593195564972
RASSF4	0.84	7.95860731484177
PDE1B	0.84	1.33724216831843
MORC4	0.84	2.60205999132796
LOC107985696	0.84	6.2518119729938
LOC105377621	0.84	0.698970004336019
LOC105369601	0.84	0.795880017344075
LOC105369325	0.84	0.769551078621726
LOC102724184	0.84	0.698970004336019
LOC101929756	0.84	0.698970004336019
LHFPL2	0.84	11.3098039199715
KYNU	0.84	9.16115090926274
FLNB	0.84	1.55284196865778
ERLIN1	0.84	7.69897000433602
EPSTI1	0.84	0.853871964321762
EMILIN2	0.84	1.25963731050576
DOK2	0.84	2.32790214206428
DDX60	0.84	1.69897000433602
DAPK1	0.84	22.3565473235138
COL4A5	0.84	0.823908740944319
CIART	0.84	1.36653154442041
CD44	0.84	1.42021640338319
CAND2	0.84	0.853871964321762
AKAP7	0.84	0.721246399047171
AIFM2	0.84	0.769551078621726
ABHD1	0.84	1.85387196432176
AATK	0.84	0.958607314841775
ZSCAN18	0.83	0.795880017344075
USP36	0.83	13.3467874862247
UNC80	0.83	0.698970004336019
TRIM6	0.83	1.79588001734408
TPRA1	0.83	6.42021640338319
TMEM106A	0.83	9.53760200210104
SYTL3	0.83	6.2839966563652
SMAGP	0.83	6.74472749489669
SH3RF3	0.83	0.721246399047171
SGSH	0.83	2.42021640338319
SCNN1A	0.83	2.60205999132796
RHBDF2	0.83	3.56863623584101
RELB	0.83	6.16115090926274
PRR22	0.83	1.52287874528034
NISCH	0.83	2.72124639904717
NFKBIE	0.83	13.7212463990472
MOCS1	0.83	0.920818753952375
MIR4632	0.83	1.82390874094432
LRP1	0.83	4.39794000867204
LOC554249	0.83	0.769551078621726
LOC401472	0.83	0.677780705266081
LOC257396	0.83	1.49485002168009
LOC107984561	0.83	0.853871964321762
LOC107984500	0.83	0.958607314841775
LOC101928635	0.83	0.698970004336019
KLF11	0.83	5.38721614328026
CXCL1	0.83	0.721246399047171
CD320	0.83	1.53760200210104
C1orf53	0.83	1.60205999132796
C10orf11	0.83	4.88605664769316
BST1	0.83	2.61978875828839
B3GAT3	0.83	11.3767507096021
ALDOC	0.83	1.92081875395238
ACKR3	0.83	0.677780705266081
USP11	0.82	1.09151498112135
UBA7	0.82	1.22184874961636
TCP10L	0.82	0.744727494896694
NPL	0.82	1.95860731484177
NDN	0.82	0.657577319177794
MIR6769B	0.82	0.886056647693163
LOC283387	0.82	0.795880017344075
LOC107986024	0.82	0.698970004336019
LOC105378645	0.82	0.853871964321762
LOC105376544	0.82	0.677780705266081
LOC105375546	0.82	0.721246399047171
LOC101928032	0.82	0.886056647693163
LOC101059906	0.82	0.920818753952375
LIMK2	0.82	0.958607314841775
LACTB2-AS1	0.82	5.72124639904717
ITGAX	0.82	2.2839966563652
IMMP2L	0.82	2.48148606012211
HS6ST2	0.82	0.769551078621726
HOXB-AS1	0.82	0.886056647693163
GYPC	0.82	0.657577319177794
GNPTG	0.82	7.03621217265444
GLMP	0.82	6.02227639471115
CABLES1	0.82	2.10237290870956
TTYH3	0.81	8.74472749489669
TRIB3	0.81	0.769551078621726
TMEM255A	0.81	1.13076828026902
TMEM150B	0.81	1.42021640338319
SPATC1	0.81	2.11918640771921
SFXN3	0.81	10.7212463990472
SCN1B	0.81	0.677780705266081
RRAS	0.81	4.15490195998574
RPS26P11	0.81	1.85387196432176
MYO1A	0.81	1.17392519729917
MROH7	0.81	1.2518119729938
MAMSTR	0.81	1
LOC100272217	0.81	0.920818753952375
LINC01569	0.81	1.08092190762393
IL10RB-AS1	0.81	4.49485002168009
HRAT92	0.81	0.677780705266081
GCSAM	0.81	0.657577319177794
ERC2	0.81	1.22184874961636
CUX2	0.81	0.657577319177794
C3AR1	0.81	9.85387196432176
BRSK1	0.81	0.853871964321762
ANXA6	0.81	0.638272163982407
UGT3A1	0.80	0.638272163982407
TMEM266	0.80	0.795880017344075
ST18	0.80	1.35654732351381
SLC4A8	0.80	2.65757731917779
SLC39A4	0.80	0.657577319177794
SLC39A11	0.80	2.4089353929735
SLC1A3	0.80	0.638272163982407
SIGLEC9	0.80	2.69897000433602
SCARF1	0.80	1.74472749489669
PLBD2	0.80	18.8860566476932
PCGF2	0.80	1.72124639904717
PCDH9	0.80	0.677780705266081
PAPSS1	0.80	22.1191864077192
OSGIN1	0.80	0.657577319177794
LOC105375063	0.80	0.638272163982407
LOC105372299	0.80	5.72124639904717
IL27RA	0.80	1.65757731917779
GNA12	0.80	1.67778070526608
FCER1G	0.80	2.34678748622466
EDNRB-AS1	0.80	0.744727494896694
CUEDC1	0.80	3.42021640338319
CLYBL	0.80	1.74472749489669
ATP8A2	0.80	0.769551078621726
ATOH8	0.80	0.638272163982407
ADCY10P1	0.80	2.72124639904717
ACE	0.80	0.698970004336019
ZNF204P	0.79	0.619788758288394
TMEM132A	0.79	3.58502665202918
SDC4	0.79	5.36653154442041
RILP	0.79	8.0409586076789
PDE4D	0.79	0.886056647693163
MMP7	0.79	0.638272163982407
LOC389247	0.79	0.698970004336019
LOC107986444	0.79	0.619788758288394
LOC107984334	0.79	1.82390874094432
LOC105377635	0.79	0.638272163982407
LOC105376717	0.79	1.72124639904717
LOC105369438	0.79	3.95860731484177
LOC102724689	0.79	0.638272163982407
LOC101928762	0.79	3.16115090926274
IGFBP3	0.79	0.677780705266081
IER5L	0.79	1
HSF2BP	0.79	0.744727494896694
HNMT	0.79	3.26760624017703
HIF1A-AS1	0.79	4.07058107428571
FGF14-AS2	0.79	0.638272163982407
DPP7	0.79	4.38721614328026
CEACAM1	0.79	0.920818753952375
CD83	0.79	11.4948500216801
CD4	0.79	9
CADM4	0.79	1.95860731484177
ATOX1	0.79	4.49485002168009
AS-PTPRE	0.79	1.03621217265444
RGL4	0.78	3.61978875828839
PLA2G15	0.78	9.29242982390206
PAX8	0.78	1.14874165128092
NRSN2	0.78	4.26760624017703
NPM2	0.78	1.95860731484177
LOC105378691	0.78	0.795880017344075
LOC105377626	0.78	0.602059991327962
LOC105377105	0.78	1.25963731050576
LOC105372832	0.78	0.638272163982407
LOC105371709	0.78	2.19382002601611
LOC101927595	0.78	1.72124639904717
LINC01504	0.78	1.2839966563652
LAIR1	0.78	6.65757731917779
KREMEN1	0.78	0.619788758288394
ITFG1-AS1	0.78	4.43179827593301
IQSEC1	0.78	1.52287874528034
IGFL3	0.78	0.602059991327962
HMGXB3	0.78	15.7958800173441
GYPE	0.78	0.795880017344075
GRINA	0.78	15.7695510786217
GIPC3	0.78	1.35654732351381
FLJ21408	0.78	0.823908740944319
DNAJC5B	0.78	0.619788758288394
CD68	0.78	5.00436480540245
CD1D	0.78	4.88605664769316
CALM3	0.78	6.2518119729938
C1orf116	0.78	0.638272163982407
BACE1-AS	0.78	4.88605664769316
B4GAT1	0.78	5.82390874094432
ARVCF	0.78	5.92081875395237
ANTXR2	0.78	1
ALPK3	0.78	3.3767507096021
ALPK2	0.78	0.721246399047171
VAC14-AS1	0.77	3.60205999132796
USP51	0.77	3.56863623584101
TUBB3	0.77	0.657577319177794
TRPV4	0.77	1.22184874961636
TRIM7	0.77	0.886056647693163
TNNC1	0.77	0.585026652029182
TMCC1-AS1	0.77	1.44369749923271
TM4SF19-TCTEX1D2	0.77	0.886056647693163
THAP8	0.77	6.69897000433602
TFRC	0.77	1.79588001734408
SPATA45	0.77	0.619788758288394
SLC26A11	0.77	1.79588001734408
SLC15A3	0.77	4.4089353929735
PLEKHG4	0.77	1.22184874961636
PITX1	0.77	0.602059991327962
PDGFA	0.77	0.602059991327962
PAPSS2	0.77	1.21467016498923
NEK8	0.77	1.61978875828839
MMD	0.77	2.10237290870956
MIR7703	0.77	2.01322826573375
MIR4271	0.77	2
MIR3945HG	0.77	0.585026652029182
MIR135A1	0.77	0.585026652029182
LOC400499	0.77	0.823908740944319
LOC107987272	0.77	1.61978875828839
LOC105378049	0.77	0.657577319177794
LOC105371763	0.77	1.44369749923271
LOC105370462	0.77	0.638272163982407
LOC105369602	0.77	0.602059991327962
LOC101927780	0.77	0.602059991327962
KIAA1549	0.77	0.769551078621726
JMJD7	0.77	5.74472749489669
INO80C	0.77	3.82390874094432
GUCY2D	0.77	1.0087739243075
COLGALT2	0.77	0.698970004336019
CLCNKB	0.77	0.585026652029182
CES3	0.77	0.677780705266081
CD80	0.77	1.36653154442041
CD300A	0.77	8.01322826573375
CCDC78	0.77	2.01322826573375
ATRAID	0.77	9.16115090926274
ATP6V1F	0.77	3.30102999566398
ULBP1	0.76	0.619788758288394
TUBA1C	0.76	2.88605664769316
THEM6	0.76	4.67778070526608
TESK1	0.76	9.02227639471115
SRD5A3-AS1	0.76	0.585026652029182
SMIM24	0.76	0.744727494896694
